gene_symbol,uniprot_id,interaction_claim_source,drug_name,chembl_id,CID
DRD2,A0A024R3C5,TTD,PRAMIPEXOLE,CHEMBL301265,119570
DRD2,A0A024R3C5,TdgClinicalTrial,PRAMIPEXOLE,CHEMBL301265,119570
DRD2,A0A024R3C5,TEND,PRAMIPEXOLE,CHEMBL301265,119570
DRD2,A0A024R3C5,GuideToPharmacology,BLONANSERIN,CHEMBL178803,125564
DRD2,A0A024R3C5,TTD,BLONANSERIN,CHEMBL178803,125564
DRD2,A0A024R3C5,ChemblInteractions,ZIPRASIDONE MESYLATE,CHEMBL1200997,154068
DRD2,A0A024R3C5,TdgClinicalTrial,APLINDORE,CHEMBL2110659,158784
DRD2,A0A024R3C5,TdgClinicalTrial,ETILEVODOPA,CHEMBL1823681,170345
DRD2,A0A024R3C5,DTC,5-OH-DPAT,CHEMBL273273,172267
DRD2,A0A024R3C5,ChemblInteractions,BIFEPRUNOX,CHEMBL218166,208951
DRD2,A0A024R3C5,TdgClinicalTrial,BIFEPRUNOX,CHEMBL218166,208951
DRD2,A0A024R3C5,TdgClinicalTrial,LURASIDONE,CHEMBL1237021,213046
DRD2,A0A024R3C5,TEND,LURASIDONE,CHEMBL1237021,213046
DRD2,A0A024R3C5,TTD,ROXINDOLE,CHEMBL431367,219050
DRD2,A0A024R3C5,GuideToPharmacology,ROXINDOLE,CHEMBL431367,219050
DRD2,A0A024R3C5,ChemblInteractions,ZIPRASIDONE HYDROCHLORIDE,CHEMBL1712,219099
DRD2,A0A024R3C5,ChemblInteractions,METOCLOPRAMIDE HYDROCHLORIDE,CHEMBL1200940,441347
DRD2,A0A024R3C5,TTD,ERGONOVINE,CHEMBL119443,443884
DRD2,A0A024R3C5,GuideToPharmacology,TERGURIDE,CHEMBL73151,443951
DRD2,A0A024R3C5,PharmGKB,COCAINE,CHEMBL370805,446220
DRD2,A0A024R3C5,TTD,CHLORPROTHIXENE,CHEMBL908,667467
DRD2,A0A024R3C5,TEND,CHLORPROTHIXENE,CHEMBL908,667467
DRD2,A0A024R3C5,ChemblInteractions,CHLORPROTHIXENE,CHEMBL908,667467
DRD2,A0A024R3C5,TdgClinicalTrial,CHLORPROTHIXENE,CHEMBL908,667467
DRD2,A0A024R3C5,ChemblInteractions,THIOTHIXENE,CHEMBL1201,941651
DRD2,A0A024R3C5,TTD,THIOTHIXENE,CHEMBL1201,941651
DRD2,A0A024R3C5,ChemblInteractions,TRIFLUOPERAZINE HYDROCHLORIDE,CHEMBL1710,2913535
DRD2,A0A024R3C5,NCI,LITHIUM,CHEMBL2146126,3028194
DRD2,A0A024R3C5,TTD,DAPIPRAZOLE,CHEMBL1201216,3033538
DRD2,A0A024R3C5,GuideToPharmacology,RACLOPRIDE,CHEMBL8809,3033769
DRD2,A0A024R3C5,TTD,ABAPERIDONE,CHEMBL151475,3037308
DRD2,A0A024R3C5,PharmGKB,RASAGILINE,CHEMBL887,3052776
DRD2,A0A024R3C5,ChemblInteractions,THIETHYLPERAZINE MALATE,CHEMBL1201074,3085006
DRD2,A0A024R3C5,GuideToPharmacology,NAFADOTRIDE,CHEMBL286252,3408722
DRD2,A0A024R3C5,ChemblInteractions,ACETOPHENAZINE MALEATE,CHEMBL2360079,5281082
DRD2,A0A024R3C5,TdgClinicalTrial,E-FLUPENTIXOL,CHEMBL42055,5281878
DRD2,A0A024R3C5,TEND,E-FLUPENTIXOL,CHEMBL42055,5281878
DRD2,A0A024R3C5,DTC,FLUPENTIXOL,CHEMBL54661,5281881
DRD2,A0A024R3C5,GuideToPharmacology,FLUPENTIXOL,CHEMBL54661,5281881
DRD2,A0A024R3C5,ChemblInteractions,TRIMIPRAMINE MALEATE,CHEMBL1200948,5282318
DRD2,A0A024R3C5,NCI,MORPHINE,CHEMBL70,5288826
DRD2,A0A024R3C5,TTD,DENOPAMINE,CHEMBL493682,5311064
DRD2,A0A024R3C5,TTD,ZUCLOPENTHIXOL,CHEMBL53904,5311507
DRD2,A0A024R3C5,TdgClinicalTrial,ZUCLOPENTHIXOL,CHEMBL53904,5311507
DRD2,A0A024R3C5,TEND,ZUCLOPENTHIXOL,CHEMBL53904,5311507
DRD2,A0A024R3C5,PharmGKB,DIACETYLMORPHINE,CHEMBL459324,5462328
DRD2,A0A024R3C5,ChemblInteractions,CARPHENAZINE MALEATE,CHEMBL2358147,6433356
DRD2,A0A024R3C5,ChemblInteractions,PROCHLORPERAZINE MALEATE,CHEMBL1200587,6436057
DRD2,A0A024R3C5,ChemblInteractions,APLINDORE FUMARATE,CHEMBL2104864,6440763
DRD2,A0A024R3C5,ChemblInteractions,FLUPHENAZINE HYDROCHLORIDE,CHEMBL1200792,6602611
DRD2,A0A024R3C5,DTC,DIHYDREXIDINE,CHEMBL25856,6603820
DRD2,A0A024R3C5,DTC,STEPHOLIDINE,CHEMBL487387,6917970
DRD2,A0A024R3C5,ChemblInteractions,QUETIAPINE FUMARATE,CHEMBL1200911,6918224
DRD2,A0A024R3C5,GuideToPharmacology,VILAZODONE,CHEMBL439849,6918314
DRD2,A0A024R3C5,ChemblInteractions,SARIZOTAN HYDROCHLORIDE,CHEMBL2146110,6918387
DRD2,A0A024R3C5,TTD,SARIZOTAN,CHEMBL220808,6918388
DRD2,A0A024R3C5,ChemblInteractions,PARDOPRUNOX,CHEMBL2103832,6918525
DRD2,A0A024R3C5,TdgClinicalTrial,PARDOPRUNOX,CHEMBL2103832,6918525
DRD2,A0A024R3C5,TTD,PARDOPRUNOX,CHEMBL2103832,6918525
DRD2,A0A024R3C5,TTD,PRIDOPIDINE,CHEMBL596802,9795739
DRD2,A0A024R3C5,TdgClinicalTrial,PRIDOPIDINE,CHEMBL596802,9795739
DRD2,A0A024R3C5,ChemblInteractions,PRIDOPIDINE,CHEMBL596802,9795739
DRD2,A0A024R3C5,GuideToPharmacology,SUMANIROLE,CHEMBL419792,9818479
DRD2,A0A024R3C5,TTD,SUMANIROLE,CHEMBL419792,9818479
DRD2,A0A024R3C5,ChemblInteractions,MOLINDONE HYDROCHLORIDE,CHEMBL1200419,9883259
DRD2,A0A024R3C5,TdgClinicalTrial,ASENAPINE,CHEMBL3187365,9903970
DRD2,A0A024R3C5,TEND,ASENAPINE,CHEMBL3187365,9903970
DRD2,A0A024R3C5,GuideToPharmacology,ASENAPINE,CHEMBL3187365,9903970
DRD2,A0A024R3C5,ChemblInteractions,PRAMIPEXOLE DIHYDROCHLORIDE,CHEMBL542257,9964861
DRD2,A0A024R3C5,TTD,CARIPRAZINE,CHEMBL2028019,11154555
DRD2,A0A024R3C5,GuideToPharmacology,CARIPRAZINE,CHEMBL2028019,11154555
DRD2,A0A024R3C5,TdgClinicalTrial,CARIPRAZINE,CHEMBL2028019,11154555
DRD2,A0A024R3C5,ChemblInteractions,LURASIDONE HYDROCHLORIDE,CHEMBL1615372,11237860
DRD2,A0A024R3C5,TTD,ZICRONAPINE,CHEMBL3039528,11465618
DRD2,A0A024R3C5,ChemblInteractions,SERIDOPIDINE,CHEMBL3545388,11572784
DRD2,A0A024R3C5,ChemblInteractions,ORDOPIDINE,CHEMBL3545010,11701939
DRD2,A0A024R3C5,ChemblInteractions,ASENAPINE MALEATE,CHEMBL3544974,11954293
DRD2,A0A024R3C5,ChemblInteractions,THIOTHIXENE HYDROCHLORIDE,CHEMBL1200902,11957704
DRD2,A0A024R3C5,ChemblInteractions,BREXPIPRAZOLE,CHEMBL2105760,11978813
DRD2,A0A024R3C5,TTD,BREXPIPRAZOLE,CHEMBL2105760,11978813
DRD2,A0A024R3C5,TdgClinicalTrial,BREXPIPRAZOLE,CHEMBL2105760,11978813
DRD2,A0A024R3C5,GuideToPharmacology,BREXPIPRAZOLE,CHEMBL2105760,11978813
DRD2,A0A024R3C5,ChemblInteractions,THIETHYLPERAZINE MALEATE,CHEMBL1200856,13234209
DRD2,A0A024R3C5,TTD,JNJ-37822681,CHEMBL3234237,16058752
DRD2,A0A024R3C5,TdgClinicalTrial,JNJ-37822681,CHEMBL3234237,16058752
DRD2,A0A024R3C5,TdgClinicalTrial,LUMATEPERONE,CHEMBL3306803,21302490
DRD2,A0A024R3C5,GuideToPharmacology,LUMATEPERONE,CHEMBL3306803,21302490
DRD2,A0A024R3C5,ChemblInteractions,LUMATEPERONE,CHEMBL3306803,21302490
DRD2,A0A024R3C5,ChemblInteractions,CARIPRAZINE HYDROCHLORIDE,CHEMBL2024517,25096873
DRD2,A0A024R3C5,TTD,BL-1020,CHEMBL513521,44577296
DRD2,A0A024R3C5,ChemblInteractions,ARIPIPRAZOLE LAUROXIL,CHEMBL2219425,49831411
DRD2,A0A024R3C5,ChemblInteractions,HALOPERIDOL LACTATE,CHEMBL2096643,70693444
DRD2,A0A024R3C5,TTD,UMESPIRONE,CHEMBL2107677,70695676
DRD2,A0A024R3C5,ChemblInteractions,ERGOLOID MESYLATES,CHEMBL2311030,71717894
DRD2,A0A024R3C5,TTD,ONC-201,CHEMBL4297310,73777259
DRD2,A0A024R3C5,NCI,CLOZAPINE,CHEMBL42,135398737
DRD2,A0A024R3C5,TdgClinicalTrial,CLOZAPINE,CHEMBL42,135398737
DRD2,A0A024R3C5,PharmGKB,CLOZAPINE,CHEMBL42,135398737
DRD2,A0A024R3C5,DTC,CLOZAPINE,CHEMBL42,135398737
DRD2,A0A024R3C5,TEND,CLOZAPINE,CHEMBL42,135398737
DRD2,A0A024R3C5,GuideToPharmacology,CLOZAPINE,CHEMBL42,135398737
DRD2,A0A024R3C5,ChemblInteractions,CLOZAPINE,CHEMBL42,135398737
DRD2,A0A024R3C5,ChemblInteractions,OLANZAPINE,CHEMBL715,135398745
DRD2,A0A024R3C5,TdgClinicalTrial,OLANZAPINE,CHEMBL715,135398745
DRD2,A0A024R3C5,PharmGKB,OLANZAPINE,CHEMBL715,135398745
DRD2,A0A024R3C5,TTD,OLANZAPINE,CHEMBL715,135398745
DRD2,A0A024R3C5,GuideToPharmacology,OLANZAPINE,CHEMBL715,135398745
DRD2,A0A024R3C5,TEND,OLANZAPINE,CHEMBL715,135398745
DRD2,A0A024R3C5,ChemblInteractions,OLANZAPINE PAMOATE,CHEMBL1201741,135566052
C11ORF65,A0A024R3C9,PharmGKB,METFORMIN,CHEMBL1431,4091
GGPS1,A0A024R3R2,TdgClinicalTrial,ZOLEDRONIC ACID,CHEMBL924,68740
GGPS1,A0A024R3R2,GuideToPharmacology,CHEMBL54004,CHEMBL54004,5276503
GGPS1,A0A024R3R2,DTC,DIGERANYL BISPHOSPHONATE,CHEMBL258994,11606263
GGPS1,A0A024R3R2,GuideToPharmacology,CHEMBL411274,CHEMBL411274,16122553
GGPS1,A0A024R3R2,GuideToPharmacology,CHEMBL259026,CHEMBL259026,16122555
GGPS1,A0A024R3R2,GuideToPharmacology,CHEMBL494897,CHEMBL494897,25014899
GGPS1,A0A024R3R2,GuideToPharmacology,CHEMBL291314,CHEMBL291314,25023860
PAX8,A0A024R524,DTC,5-(N-ETHYL-N-ISOPROPYL)AMILORIDE,CHEMBL517986,1795
PAX8,A0A024R524,DTC,BETA-NAPHTHOFLAVONE,CHEMBL26260,2361
PAX8,A0A024R524,DTC,HEXACHLOROPHENE,CHEMBL496,3598
PAX8,A0A024R524,DTC,IODOQUINOL,CHEMBL86754,3728
PAX8,A0A024R524,DTC,AURIN,CHEMBL210868,5100
PAX8,A0A024R524,DTC,VORINOSTAT,CHEMBL98,5311
PAX8,A0A024R524,DTC,COLCHICINE,CHEMBL107,6167
PAX8,A0A024R524,DTC,STROPHANTHIDIN,CHEMBL111743,6185
PAX8,A0A024R524,DTC,PODOFILOX,CHEMBL61,10607
PAX8,A0A024R524,DTC,DIGOXIGENIN,CHEMBL1153,15478
PAX8,A0A024R524,DTC,KINETIN RIBOSIDE,CHEMBL411066,20345
PAX8,A0A024R524,DTC,CHEMBL587849,CHEMBL587849,31316
PAX8,A0A024R524,DTC,NANAOMYCIN,CHEMBL1212972,40586
PAX8,A0A024R524,DTC,MITOXANTRONE HYDROCHLORIDE,CHEMBL1417019,51082
PAX8,A0A024R524,DTC,TOPOTECAN HYDROCHLORIDE,CHEMBL1607,60700
PAX8,A0A024R524,DTC,DAUNORUBICIN HYDROCHLORIDE,CHEMBL1563,62770
PAX8,A0A024R524,DTC,9-AMINOCAMPTOTHECIN,CHEMBL274070,72402
PAX8,A0A024R524,DTC,RESACTIN A,CHEMBL509617,91467
PAX8,A0A024R524,DTC,IMIDOCARB DIPROPIONATE,CHEMBL1315701,114961
PAX8,A0A024R524,DTC,SB-216763,CHEMBL102714,176158
PAX8,A0A024R524,DTC,CHEMBL493863,CHEMBL493863,182785
PAX8,A0A024R524,DTC,DEMECOLCINE,CHEMBL312862,220401
PAX8,A0A024R524,DTC,CHEMBL1351908,CHEMBL1351908,233874
PAX8,A0A024R524,DTC,CHEMBL486504,CHEMBL486504,242436
PAX8,A0A024R524,DTC,ANISOMYCIN,CHEMBL423192,253602
PAX8,A0A024R524,DTC,CORONOPILIN,CHEMBL248564,257278
PAX8,A0A024R524,DTC,CHEMBL578929,CHEMBL578929,310900
PAX8,A0A024R524,DTC,PINAFIDE,CHEMBL46874,327045
PAX8,A0A024R524,DTC,ENPIROLINE,CHEMBL1327821,328144
PAX8,A0A024R524,DTC,CHEMBL461193,CHEMBL461193,393608
PAX8,A0A024R524,DTC,SORAFENIB TOSYLATE,CHEMBL1200485,406563
PAX8,A0A024R524,DTC,ANGUSTIBALIN,CHEMBL486196,442142
PAX8,A0A024R524,DTC,DOXORUBICIN HYDROCHLORIDE,CHEMBL359744,443939
PAX8,A0A024R524,DTC,CHEMBL535307,CHEMBL535307,604599
PAX8,A0A024R524,DTC,PIPLARTINE,CHEMBL465843,637858
PAX8,A0A024R524,DTC,LANATOSIDE C,CHEMBL506569,656630
PAX8,A0A024R524,DTC,CHEMBL1342336,CHEMBL1342336,663143
PAX8,A0A024R524,DTC,CHEMBL1565444,CHEMBL1565444,701172
PAX8,A0A024R524,DTC,CHEMBL589238,CHEMBL589238,1363648
PAX8,A0A024R524,DTC,THIOGUANINE,CHEMBL727,2723601
PAX8,A0A024R524,DTC,DIGOXIN,CHEMBL1751,2724385
PAX8,A0A024R524,DTC,THIOGUANOSINE,CHEMBL283078,2724387
PAX8,A0A024R524,DTC,CHEMBL591363,CHEMBL591363,2871851
PAX8,A0A024R524,DTC,CHEMBL592600,CHEMBL592600,2921404
PAX8,A0A024R524,DTC,CHEMBL590643,CHEMBL590643,2922130
PAX8,A0A024R524,DTC,CHEMBL171699,CHEMBL171699,3006170
PAX8,A0A024R524,DTC,CHEMBL585827,CHEMBL585827,3129244
PAX8,A0A024R524,DTC,CHEMBL580955,CHEMBL580955,3136125
PAX8,A0A024R524,DTC,CHEMBL515505,CHEMBL515505,3246652
PAX8,A0A024R524,DTC,DIGITOXIGENIN,CHEMBL1453,4369270
PAX8,A0A024R524,DTC,BREFELDIN A,CHEMBL19980,5287620
PAX8,A0A024R524,DTC,WIN-552122,CHEMBL188,5311501
PAX8,A0A024R524,DTC,VINBLASTINE SULFATE,CHEMBL378544,5388983
PAX8,A0A024R524,DTC,CHEMBL599924,CHEMBL599924,5756371
PAX8,A0A024R524,DTC,LASALOCID A SODIUM,CHEMBL1489769,6426773
PAX8,A0A024R524,DTC,CHLORHEXIDINE,CHEMBL790,9552079
PAX8,A0A024R524,DTC,LYNGBYABELLIN A,CHEMBL453207,10032587
PAX8,A0A024R524,DTC,KAMEBANIN,CHEMBL472437,12004580
PAX8,A0A024R524,DTC,CHEMBL580918,CHEMBL580918,16192614
PAX8,A0A024R524,DTC,CHEMBL536166,CHEMBL536166,16192765
PAX8,A0A024R524,DTC,IRINOTECAN HYDROCHLORIDE HYDRATE,CHEMBL1200512,23581792
PAX8,A0A024R524,DTC,CHEMBL531268,CHEMBL531268,23618032
PAX8,A0A024R524,DTC,CHEMBL1902074,CHEMBL1902074,51361444
PAX8,A0A024R524,DTC,CHEMBL1889303,CHEMBL1889303,51361446
PAX8,A0A024R524,DTC,TEGASEROD MALEATE,CHEMBL1516474,135413539
IL1RN,A0A024R528,PharmGKB,HALOPERIDOL,CHEMBL54,3559
IL1RN,A0A024R528,TdgClinicalTrial,DIACEREIN,CHEMBL41286,26248
IL1RN,A0A024R528,NCI,METHOTREXATE,CHEMBL34259,126941
UCP2,A0A024R5N5,NCI,SODIUM CHLORIDE,CHEMBL1200574,5234
UCP2,A0A024R5N5,NCI,LIOTHYRONINE SODIUM,CHEMBL1201119,23666110
TRPM7,A0A024R5V1,GuideToPharmacology,NAFAMOSTAT,CHEMBL273264,4413
TRPM7,A0A024R5V1,GuideToPharmacology,NALTRIBEN,CHEMBL100940,5486827
PAPOLA,A0A024R6M3,NCI,ETOPOSIDE,CHEMBL44657,36462
PIK3CG,A0A024R720,NCI,MELATONIN,CHEMBL45,896
PIK3CG,A0A024R720,NCI,EMODIN,CHEMBL289277,3220
PIK3CG,A0A024R720,NCI,ISOPROTERENOL,CHEMBL434,3779
PIK3CG,A0A024R720,NCI,RALOXIFENE,CHEMBL81,5035
PIK3CG,A0A024R720,NCI,SULFORAPHANE,CHEMBL48802,5350
PIK3CG,A0A024R720,NCI,ESTRONE,CHEMBL1405,5870
PIK3CG,A0A024R720,NCI,VINCRISTINE,CHEMBL90555,5978
PIK3CG,A0A024R720,NCI,PROGESTERONE,CHEMBL103,5994
PIK3CG,A0A024R720,NCI,PROGESTERONE,CHEMBL103,5994
PIK3CG,A0A024R720,NCI,PHENYLEPHRINE,CHEMBL1215,6041
PIK3CG,A0A024R720,NCI,"LACTOSE, ANHYDROUS",CHEMBL417016,6134
PIK3CG,A0A024R720,NCI,COLCHICINE,CHEMBL107,6167
PIK3CG,A0A024R720,NCI,MANNITOL,CHEMBL689,6251
PIK3CG,A0A024R720,NCI,DOXORUBICIN,CHEMBL53463,31703
PIK3CG,A0A024R720,NCI,PACLITAXEL,CHEMBL428647,36314
PIK3CG,A0A024R720,NCI,CAPTOPRIL,CHEMBL1560,44093
PIK3CG,A0A024R720,NCI,SIMVASTATIN,CHEMBL1064,54454
PIK3CG,A0A024R720,NCI,ATORVASTATIN,CHEMBL1487,60823
PIK3CG,A0A024R720,NCI,IMATINIB MESYLATE,CHEMBL1642,123596
PIK3CG,A0A024R720,TTD,PERIFOSINE,CHEMBL372764,148177
PIK3CG,A0A024R720,TTD,ENZASTAURIN,CHEMBL300138,176167
PIK3CG,A0A024R720,GuideToPharmacology,WORTMANNIN,CHEMBL428496,312145
PIK3CG,A0A024R720,NCI,OCTREOTIDE,CHEMBL1680,448601
PIK3CG,A0A024R720,NCI,FLUDARABINE,CHEMBL1568,657237
PIK3CG,A0A024R720,NCI,PICEATANNOL,CHEMBL69863,667639
PIK3CG,A0A024R720,ChemblInteractions,ZSTK-474,CHEMBL586701,3702043
PIK3CG,A0A024R720,MyCancerGenome,QUERCETIN,CHEMBL50,5280343
PIK3CG,A0A024R720,NCI,DAIDZEIN,CHEMBL8145,5281708
PIK3CG,A0A024R720,NCI,LOVASTATIN,CHEMBL503,6420024
PIK3CG,A0A024R720,NCI,IONOMYCIN,CHEMBL501617,6912226
PIK3CG,A0A024R720,TTD,RIGOSERTIB,CHEMBL1241855,6918736
PIK3CG,A0A024R720,MyCancerGenomeClinicalTrial,SONOLISIB,CHEMBL411907,9849735
PIK3CG,A0A024R720,TTD,SONOLISIB,CHEMBL411907,9849735
PIK3CG,A0A024R720,MyCancerGenome,SONOLISIB,CHEMBL411907,9849735
PIK3CG,A0A024R720,ChemblInteractions,SONOLISIB,CHEMBL411907,9849735
PIK3CG,A0A024R720,ChemblInteractions,RECILISIB,CHEMBL2219421,9884220
PIK3CG,A0A024R720,GuideToPharmacology,PI-103,CHEMBL573339,9884685
PIK3CG,A0A024R720,MyCancerGenome,PI-103,CHEMBL573339,9884685
PIK3CG,A0A024R720,NCI,FLUDEOXYGLUCOSE-F18,CHEMBL497613,9920539
PIK3CG,A0A024R720,ChemblInteractions,TG100-115,CHEMBL230011,10427712
PIK3CG,A0A024R720,TTD,TG100-115,CHEMBL230011,10427712
PIK3CG,A0A024R720,TTD,NM-404,CHEMBL208375,11377191
PIK3CG,A0A024R720,GuideToPharmacology,IDELALISIB,CHEMBL2216870,11625818
PIK3CG,A0A024R720,GuideToPharmacology,CHEMBL1086377,CHEMBL1086377,11964036
PIK3CG,A0A024R720,TTD,DACTOLISIB,CHEMBL1879463,11977753
PIK3CG,A0A024R720,MyCancerGenomeClinicalTrial,DACTOLISIB,CHEMBL1879463,11977753
PIK3CG,A0A024R720,MyCancerGenome,DACTOLISIB,CHEMBL1879463,11977753
PIK3CG,A0A024R720,GuideToPharmacology,DACTOLISIB,CHEMBL1879463,11977753
PIK3CG,A0A024R720,ChemblInteractions,DACTOLISIB,CHEMBL1879463,11977753
PIK3CG,A0A024R720,ChemblInteractions,BGT-226,CHEMBL3218578,11978790
PIK3CG,A0A024R720,GuideToPharmacology,BGT-226,CHEMBL3218578,11978790
PIK3CG,A0A024R720,TTD,VOXTALISIB,CHEMBL3545366,16123056
PIK3CG,A0A024R720,ChemblInteractions,VOXTALISIB,CHEMBL3545366,16123056
PIK3CG,A0A024R720,MyCancerGenome,VOXTALISIB,CHEMBL3545366,16123056
PIK3CG,A0A024R720,NCI,GLUCAGON,CHEMBL266481,16133817
PIK3CG,A0A024R720,ChemblInteractions,BUPARLISIB,CHEMBL2017974,16654980
PIK3CG,A0A024R720,TTD,BUPARLISIB,CHEMBL2017974,16654980
PIK3CG,A0A024R720,MyCancerGenome,BUPARLISIB,CHEMBL2017974,16654980
PIK3CG,A0A024R720,GuideToPharmacology,PICTILISIB,CHEMBL521851,17755052
PIK3CG,A0A024R720,ChemblInteractions,PICTILISIB,CHEMBL521851,17755052
PIK3CG,A0A024R720,MyCancerGenome,PICTILISIB,CHEMBL521851,17755052
PIK3CG,A0A024R720,ChemblInteractions,GSK-1059615,CHEMBL3544966,23582824
PIK3CG,A0A024R720,NCI,LIOTHYRONINE SODIUM,CHEMBL1201119,23666110
PIK3CG,A0A024R720,MyCancerGenome,PF-04691502,CHEMBL1234354,25033539
PIK3CG,A0A024R720,ChemblInteractions,PF-04691502,CHEMBL1234354,25033539
PIK3CG,A0A024R720,TTD,PF-04691502,CHEMBL1234354,25033539
PIK3CG,A0A024R720,ChemblInteractions,OMIPALISIB,CHEMBL1236962,25167777
PIK3CG,A0A024R720,GuideToPharmacology,OMIPALISIB,CHEMBL1236962,25167777
PIK3CG,A0A024R720,MyCancerGenomeClinicalTrial,OMIPALISIB,CHEMBL1236962,25167777
PIK3CG,A0A024R720,TTD,OMIPALISIB,CHEMBL1236962,25167777
PIK3CG,A0A024R720,GuideToPharmacology,APITOLISIB,CHEMBL1922094,25254071
PIK3CG,A0A024R720,ChemblInteractions,APITOLISIB,CHEMBL1922094,25254071
PIK3CG,A0A024R720,MyCancerGenome,APITOLISIB,CHEMBL1922094,25254071
PIK3CG,A0A024R720,GuideToPharmacology,AZD-6482,CHEMBL2165191,44137675
PIK3CG,A0A024R720,ChemblInteractions,AZD-6482,CHEMBL2165191,44137675
PIK3CG,A0A024R720,MyCancerGenomeClinicalTrial,GEDATOLISIB,CHEMBL592445,44516953
PIK3CG,A0A024R720,ChemblInteractions,GEDATOLISIB,CHEMBL592445,44516953
PIK3CG,A0A024R720,MyCancerGenome,GEDATOLISIB,CHEMBL592445,44516953
PIK3CG,A0A024R720,TTD,GEDATOLISIB,CHEMBL592445,44516953
PIK3CG,A0A024R720,GuideToPharmacology,SAPANISERTIB,CHEMBL3545097,45375953
PIK3CG,A0A024R720,ChemblInteractions,VS-5584,CHEMBL1079593,45375955
PIK3CG,A0A024R720,GuideToPharmacology,VS-5584,CHEMBL1079593,45375955
PIK3CG,A0A024R720,TTD,VS-5584,CHEMBL1079593,45375955
PIK3CG,A0A024R720,GuideToPharmacology,NEMIRALISIB,CHEMBL2216859,49784002
PIK3CG,A0A024R720,TTD,PA-799,CHEMBL1684984,49784945
PIK3CG,A0A024R720,TTD,PA-799,CHEMBL1684984,49784945
PIK3CG,A0A024R720,ChemblInteractions,PA-799,CHEMBL1684984,49784945
PIK3CG,A0A024R720,GuideToPharmacology,DUVELISIB,CHEMBL3039502,50905713
PIK3CG,A0A024R720,TTD,DUVELISIB,CHEMBL3039502,50905713
PIK3CG,A0A024R720,ChemblInteractions,DUVELISIB,CHEMBL3039502,50905713
PIK3CG,A0A024R720,ChemblInteractions,TASELISIB,CHEMBL2387080,51001932
PIK3CG,A0A024R720,GuideToPharmacology,TASELISIB,CHEMBL2387080,51001932
PIK3CG,A0A024R720,TTD,TASELISIB,CHEMBL2387080,51001932
PIK3CG,A0A024R720,MyCancerGenome,INFIGRATINIB,CHEMBL1852688,53235510
PIK3CG,A0A024R720,TTD,FIMEPINOSTAT,CHEMBL3622533,54575456
PIK3CG,A0A024R720,GuideToPharmacology,FIMEPINOSTAT,CHEMBL3622533,54575456
PIK3CG,A0A024R720,TTD,PILARALISIB,CHEMBL3360203,56599306
PIK3CG,A0A024R720,ChemblInteractions,PILARALISIB,CHEMBL3360203,56599306
PIK3CG,A0A024R720,MyCancerGenome,PILARALISIB,CHEMBL3360203,56599306
PIK3CG,A0A024R720,GuideToPharmacology,PILARALISIB,CHEMBL3360203,56599306
PIK3CG,A0A024R720,GuideToPharmacology,ALPELISIB,CHEMBL2396661,56649450
PIK3CG,A0A024R720,MyCancerGenome,ALPELISIB,CHEMBL2396661,56649450
PIK3CG,A0A024R720,MyCancerGenomeClinicalTrial,ALPELISIB,CHEMBL2396661,56649450
PIK3CG,A0A024R720,GuideToPharmacology,SELETALISIB,CHEMBL4297648,56928390
PIK3CG,A0A024R720,MyCancerGenome,GSK-2636771,CHEMBL3188551,56949517
PIK3CG,A0A024R720,TTD,BGT-226,CHEMBL3545096,57336745
PIK3CG,A0A024R720,GuideToPharmacology,SAMOTOLISIB,CHEMBL4297181,57519748
PIK3CG,A0A024R720,ChemblInteractions,SAMOTOLISIB,CHEMBL4297181,57519748
PIK3CG,A0A024R720,GuideToPharmacology,DEZAPELISIB,CHEMBL2216863,58111426
PIK3CG,A0A024R720,TTD,BIMIRALISIB,CHEMBL4084907,58507717
PIK3CG,A0A024R720,GuideToPharmacology,BIMIRALISIB,CHEMBL4084907,58507717
PIK3CG,A0A024R720,TTD,BERZOSERTIB,CHEMBL3989870,59472121
PIK3CG,A0A024R720,GuideToPharmacology,BERZOSERTIB,CHEMBL3989870,59472121
PIK3CG,A0A024R720,ChemblInteractions,SF-1126,CHEMBL2326966,66577114
PIK3CG,A0A024R720,GuideToPharmacology,SERABELISIB,CHEMBL3935857,70798655
PIK3CG,A0A024R720,GuideToPharmacology,AZD-8835,CHEMBL3894518,76685059
PIK3CG,A0A024R720,GuideToPharmacology,TENALISIB,CHEMBL4297584,86291103
PIK3CG,A0A024R720,TTD,UMBRALISIB TOSYLATE,CHEMBL3989869,86707828
PIK3CG,A0A024R720,TTD,IPI-549,CHEMBL3984425,91933883
PIK3CG,A0A024R720,NCI,CLOZAPINE,CHEMBL42,135398737
PIK3CG,A0A024R720,GuideToPharmacology,COPANLISIB,CHEMBL3218576,135565596
PIK3CG,A0A024R720,ChemblInteractions,COPANLISIB,CHEMBL3218576,135565596
PIK3CG,A0A024R720,MyCancerGenomeClinicalTrial,COPANLISIB,CHEMBL3218576,135565596
PIK3CG,A0A024R720,MyCancerGenome,COPANLISIB,CHEMBL3218576,135565596
MET,A0A024R728,JAX-CKB,FLUOROURACIL,CHEMBL185,3385
MET,A0A024R728,JAX-CKB,IMATINIB,CHEMBL941,5291
MET,A0A024R728,DTC,SP-600125,CHEMBL1725279,8515
MET,A0A024R728,JAX-CKB,PACLITAXEL,CHEMBL428647,36314
